frame, face_id, timestamp, pose_Rx, pose_Ry, pose_Rz, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1360,0,45.345,0.255,-0.742,-0.006,0,0.05,0.46,0,0.23,0.17,0,1.33,0.12,1.72,0.72,0.2,0.16,0,1.08,0.49,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1361,0,45.379,0.171,-0.726,-0.06,0,0,0.45,0,0.31,0.19,0,1.12,0.12,1.3,2.15,0.23,0.16,0.04,0.94,0.25,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1362,0,45.412,0.142,-0.692,-0.078,0,0,0.35,0,0.28,0.36,0,0.88,0.05,1.01,2.29,0.43,0.19,0.04,0.26,0.18,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
1363,0,45.445,0.156,-0.678,-0.073,0,0,0.31,0,0.28,0.98,0,0.83,0.12,0.83,2.17,0.59,0.32,0.04,0,0.31,0.1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
1364,0,45.479,0.146,-0.649,-0.054,0,0,0.35,0,0.23,1.36,0,0.87,0.12,0.92,0.82,0.5,0.4,0,0.15,0.71,0.15,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1
1365,0,45.512,0.16,-0.618,-0.022,0,0,0.46,0,0.19,1.43,0,0.8,0.07,0.89,0.37,0.3,0.34,0,0.33,1.34,0.14,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1
1366,0,45.546,0.168,-0.63,0.004,0,0,0.47,0,0.12,1.24,0,0.75,0,0.73,0.16,0.14,0.08,0,0.75,2,0.05,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1
1367,0,45.579,0.154,-0.675,0.006,0,0,0.41,0,0.15,1.14,0.03,0.88,0,0.5,0.73,0.12,0.09,0,0.8,1.88,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1
1368,0,45.612,0.127,-0.716,-0.025,0,0,0.23,0,0.2,0.78,0.05,0.98,0.13,0.2,1.89,0.36,0.27,0.1,0.61,1.16,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0
1369,0,45.646,0.101,-0.73,-0.077,0,0,0.09,0,0.36,0.51,0.13,0.92,0.24,0,3.48,0.79,0.44,0.21,0.19,0.28,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1370,0,45.679,0.095,-0.766,-0.115,0,0,0,0,0.42,0.33,0.1,0.99,0.28,0,4.1,1.2,0.35,0.32,0,0.39,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1371,0,45.712,0.102,-0.797,-0.125,0,0,0.09,0,0.3,0.34,0.08,1.11,0.16,0,3.29,1.51,0.17,0.41,0,0.71,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1372,0,45.746,0.117,-0.788,-0.111,0,0,0.09,0,0.12,0.17,0,1.23,0.04,0,2.19,1.42,0,0.42,0,0.71,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1373,0,45.779,0.151,-0.745,-0.079,0,0,0.1,0,0.03,0.01,0,1.15,0.05,0.24,1.05,1.35,0,0.3,0,0.57,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1374,0,45.812,0.197,-0.699,-0.037,0,0,0.13,0,0.03,0,0,1.09,0.06,0.62,0.82,1.08,0,0.11,0.08,0.67,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1375,0,45.846,0.223,-0.656,0.015,0,0,0.28,0,0.09,0.1,0,0.75,0.06,0.83,0.8,0.78,0,0,0.19,1.15,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0
1376,0,45.879,0.255,-0.614,0.057,0,0,0.37,0,0.11,0.37,0,0.39,0.01,0.69,1.27,0.42,0,0,0.33,1.5,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
1377,0,45.913,0.247,-0.623,0.07,0,0,0.36,0,0.11,0.42,0,0.17,0,0.39,1.87,0.37,0,0,0.32,1.59,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
1378,0,45.946,0.249,-0.663,0.062,0,0,0.21,0,0.05,0.32,0,0.36,0,0.19,1.87,0.52,0.01,0,0.52,1.57,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
1379,0,45.979,0.243,-0.716,0.044,0,0,0.17,0,0.03,0.19,0,0.59,0,0.09,1.78,0.68,0.01,0,0.46,1.19,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1380,0,46.013,0.238,-0.755,0.015,0.13,0,0.67,0,0.16,0.44,0,0.61,0.09,0,2.21,0.76,0.01,0,0.39,0.74,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1381,0,46.046,0.223,-0.83,-0.029,0.38,0,1.23,0,0.23,0.69,0.25,0.42,0.09,0,3.33,1.05,0,0.34,0.08,0.28,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1382,0,46.079,0.176,-0.83,-0.079,0.78,0.1,1.68,0,0.27,0.7,0.25,0.15,0.09,0,4.49,0.95,0,0.41,0,0.06,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1383,0,46.113,0.175,-0.783,-0.069,0.96,0.37,1.45,0,0.14,0.64,0.25,0.16,0,0.34,3.95,0.97,0,0.41,0,0.24,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1384,0,46.146,0.173,-0.712,-0.053,0.95,0.57,1.12,0,0.07,0.79,0,0.16,0.03,0.45,2.59,0.66,0,0.07,0.08,0.59,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1385,0,46.179,0.193,-0.626,-0.009,0.73,0.48,0.89,0,0,0.97,0,0.16,0.05,0.49,1.09,0.64,0,0,0.08,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1386,0,46.213,0.202,-0.554,0.022,0.6,0.23,0.81,0,0,1.1,0,0.02,0.11,0.17,0.69,0.56,0,0,0.08,1.14,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1387,0,46.246,0.195,-0.556,0.032,0.57,0.03,0.87,0,0,1.25,0,0.02,0.15,0.13,0.83,0.67,0,0,0,1.17,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1388,0,46.28,0.196,-0.612,0.033,0.68,0.04,0.9,0,0,1.36,0,0.02,0.23,0.25,1.09,0.97,0,0,0.03,1.27,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1389,0,46.313,0.236,-0.671,0.043,0.83,0.27,0.83,0,0,1.27,0,0.06,0.3,0.36,1.53,1.44,0.03,0,0.05,1.41,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1390,0,46.346,0.26,-0.739,0.053,1.13,0.62,0.87,0,0.07,1.3,0,0.1,0.31,0.29,2.74,1.54,0.03,0,0.05,1.03,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1391,0,46.38,0.253,-0.813,0.04,1.42,0.91,1.07,0,0.18,1.31,0.06,0.4,0.35,0.13,3.98,1.62,0.03,0,0.02,0.52,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1392,0,46.413,0.211,-0.813,-0.01,1.65,0.9,1.1,0,0.22,1.25,0.06,0.6,0.35,0,5,1.37,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0
1393,0,46.446,0.21,-0.786,-0.017,1.61,0.73,0.81,0,0.15,0.9,0.06,0.9,0.36,0.14,4.14,1.31,0,0,0.15,0.33,0.1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
1394,0,46.48,0.211,-0.748,0.006,1.51,0.43,0.41,0,0.05,0.73,0,0.79,0.21,0.24,3.62,1.23,0,0,0.15,1.06,0.1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0
1395,0,46.513,0.221,-0.709,0.036,1.39,0.36,0.19,0,0,0.59,0,0.85,0.07,0.24,2.63,1.13,0,0,0.57,1.79,0.1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0
1396,0,46.547,0.233,-0.663,0.064,1.37,0.35,0.15,0,0,0.49,0,0.93,0.01,0.1,2.17,1.03,0,0,0.73,1.88,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0
1397,0,46.58,0.17,-0.657,0.038,1.34,0.54,0.06,0,0,0.28,0,1.13,0.02,0,1.03,0.85,0,0,0.99,1.5,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0
1398,0,46.613,0.143,-0.677,0.004,1.4,0.64,0,0,0,0.2,0,1.11,0.07,0,0.56,0.79,0,0,0.74,0.88,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0
1399,0,46.647,0.139,-0.695,-0.02,1.44,0.67,0,0,0,0.07,0,0.7,0.07,0,1.88,0.79,0,0,0.44,0.73,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1400,0,46.68,0.164,-0.742,-0.012,1.54,0.63,0,0,0,0,0,0.3,0.1,0,3.54,0.9,0,0,0.17,0.38,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1401,0,46.713,0.171,-0.759,-0.01,1.49,0.6,0,0,0,0,0,0,0.12,0,5,1.12,0,0.05,0,0.28,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1402,0,46.747,0.186,-0.761,-0.004,1.43,0.76,0,0,0,0,0,0.14,0.3,0,4.4,1.42,0.2,0.05,0,0.12,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
1403,0,46.78,0.206,-0.732,0.013,1.44,1.1,0,0,0,0,0,0.23,0.48,0.16,3.69,1.55,0.36,0.04,0,0.22,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
1404,0,46.813,0.22,-0.681,0.038,1.52,1.34,0.18,0,0.19,0.42,0,0.49,0.81,0.74,2.56,1.35,0.39,0,0,0.77,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
1405,0,46.847,0.251,-0.612,0.07,1.67,1.42,0.36,0,0.41,0.78,0.08,0.63,0.91,1.47,1.49,0.82,0.27,0,0.08,0.77,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0
1406,0,46.88,0.239,-0.551,0.065,1.7,1.49,0.53,0,0.67,1.26,0.13,0.99,1,2.08,0.54,0.32,0.12,0,0.14,0.69,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0
1407,0,46.914,0.234,-0.535,0.057,1.84,1.72,0.49,0,0.74,1.36,0.24,1.03,0.94,2.45,0,0.1,0.14,0,0.28,0.35,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0
1408,0,46.947,0.191,-0.589,0.031,1.85,1.57,0.34,0,0.79,1.78,0.16,0.96,1.22,2.21,1.07,0.22,0.34,0,0.55,0.27,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0
1409,0,46.98,0.22,-0.672,0.033,1.88,1.7,0.16,0,0.64,1.6,0.11,0.58,1.31,1.44,2.62,0.44,0.32,0,0.56,0.26,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0
1410,0,47.014,0.18,-0.749,-0.031,1.94,1.62,0.02,0,0.44,1.19,0.07,0.28,1.13,0.48,4.28,0.34,0.27,0,0.41,0.05,0.18,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1411,0,47.047,0.135,-0.816,-0.094,2.18,2.07,0,0,0.22,0.56,0.18,0.06,0.67,0,4.88,0.25,0,0,0.06,0,0.31,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1412,0,47.08,0.103,-0.814,-0.145,2.45,2.06,0,0,0.13,0.25,0.27,0,0.34,0,5,0.1,0,0,0,0,0.42,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1413,0,47.114,0.111,-0.789,-0.133,2.43,2.03,0,0,0.15,0.15,0.21,0,0.31,0,5,0.23,0,0,0,0,0.31,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1414,0,47.147,0.13,-0.748,-0.104,2.03,1.68,0,0,0.22,0.26,0.1,0,0.38,0,5,0.29,0,0,0,0,0.17,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1415,0,47.18,0.159,-0.696,-0.057,1.35,1.15,0.04,0,0.54,0.86,0.09,0.02,0.68,0.33,4.66,0.39,0,0,0,0,0.06,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1416,0,47.214,0.224,-0.627,0.002,0.61,0.55,0.11,0,0.84,1.58,0.09,0.18,0.89,0.67,3.23,0.42,0.14,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
1417,0,47.247,0.245,-0.543,0.04,0.18,0.14,0.21,0,1.02,1.85,0.09,0.19,1.05,1.15,1.86,0.46,0.25,0,0,0.1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1
1418,0,47.281,0.255,-0.502,0.065,0,0,0.28,0,0.9,1.69,0.01,0.16,0.94,1.3,0.73,0.52,0.49,0,0,0.21,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1
1419,0,47.314,0.26,-0.534,0.073,0,0,0.26,0,0.7,1.52,0.01,0.13,0.85,1.4,0.83,0.58,0.35,0,0,0.21,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1
1420,0,47.347,0.26,-0.586,0.07,0,0,0.2,0,0.52,1.15,0.01,0.31,0.84,1.39,0.83,0.54,0.25,0,0,0.11,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0
1421,0,47.381,0.271,-0.647,0.071,0,0,0.1,0,0.5,0.85,0.01,0.37,0.96,1.17,1.9,0.55,0.19,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0
1422,0,47.414,0.312,-0.711,0.085,0,0.02,0.05,0,0.63,0.61,0.06,0.24,0.99,0.79,3.22,0.45,0.54,0,0.06,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0
1423,0,47.447,0.36,-0.779,0.112,0,0.14,0,0,0.83,0.85,0.06,0.15,1.09,0.48,4.6,0.42,0.68,0,0.41,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0
1424,0,47.481,0.401,-0.814,0.132,0,0.21,0,0,1.08,1.12,0.1,0.26,1.2,0.49,5,0.25,0.75,0,0.57,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0
1425,0,47.514,0.384,-0.78,0.12,0,0.25,0,0,1.31,1.15,0.05,0.68,1.46,1.08,4.18,0.24,0.65,0,0.89,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0
1426,0,47.548,0.349,-0.695,0.099,0,0.13,0,0,1.53,0.75,0.05,1.15,1.6,1.67,2.51,0.16,0.67,0,1.02,0.17,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0
1427,0,47.581,0.313,-0.632,0.094,0,0.11,0,0,1.58,0.34,0,1.56,1.71,2.14,0.84,0.13,0.69,0,1.32,0.49,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0
1428,0,47.614,0.3,-0.599,0.113,0,0.05,0,0,1.49,0.07,0,1.77,1.65,2.25,0,0.1,0.72,0,1.48,0.76,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0
1429,0,47.648,0.297,-0.599,0.124,0,0.05,0,0,1.25,0.07,0,1.79,1.58,2.05,0,0.23,0.63,0,1.34,0.64,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0
1430,0,47.681,0.278,-0.636,0.114,0,0,0,0,0.97,0.06,0,1.66,1.43,1.44,0.6,0.49,0.51,0,0.98,0.33,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0
1431,0,47.714,0.238,-0.669,0.077,0,0,0,0,0.62,0,0.01,1.38,1.29,0.91,1.99,0.68,0.24,0,0.44,0.05,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0
1432,0,47.748,0.198,-0.696,0.041,0,0,0,0,0.45,0,0.04,1.29,1.18,0.62,2.75,0.84,0.15,0,0.09,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0
1433,0,47.781,0.184,-0.692,0.02,0,0,0,0,0.28,0,0.06,1.35,1.11,0.86,2.6,0.71,0.06,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0
1434,0,47.814,0.197,-0.672,0.016,0,0,0,0,0.24,0,0.04,1.57,1.06,1.08,1.21,0.7,0.06,0,0.08,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0
1435,0,47.848,0.21,-0.656,0.021,0,0,0,0,0.15,0,0.02,1.49,0.91,1.18,1.18,0.69,0.06,0,0.11,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0
1436,0,47.881,0.218,-0.662,0.03,0,0,0,0,0.26,0.09,0.12,1.38,0.77,1.03,1.28,0.83,0,0,0.39,0.12,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0
1437,0,47.915,0.218,-0.689,0.029,0,0,0,0,0.39,0.23,0.19,1.15,0.67,0.76,2.03,0.78,0,0,0.6,0.12,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0
1438,0,47.948,0.225,-0.722,0.019,0,0,0,0,0.59,0.3,0.29,0.98,0.63,0.41,2.67,0.73,0.01,0,0.59,0.12,0.01,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0
1439,0,47.981,0.193,-0.747,-0.016,0,0,0,0,0.66,0.46,0.26,0.66,0.54,0.18,3.79,0.52,0.01,0,0.31,0,0.01,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
1440,0,48.015,0.159,-0.767,-0.068,0,0,0,0,0.63,0.39,0.18,0.83,0.65,0,3.93,0.87,0.01,0,0.08,0,0.14,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
1441,0,48.048,0.112,-0.817,-0.146,0,0,0.05,0,0.61,0.4,0.22,0.98,0.64,0,4.15,1.06,0,0.03,0.06,0,0.14,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
1442,0,48.081,0.057,-0.835,-0.216,0,0.04,0.08,0,0.6,0.15,0.32,1.3,0.68,0,4.15,1.49,0,0.08,0.06,0,0.14,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
1443,0,48.115,0.043,-0.825,-0.236,0,0.04,0.08,0,0.75,0.25,0.43,1.51,0.74,0.17,4.08,1.44,0,0.17,0,0,0.27,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
1444,0,48.148,0.08,-0.791,-0.204,0.05,0.04,0.03,0,0.69,0.2,0.32,1.81,0.66,0.98,2.48,1.29,0,0.14,0.24,0.48,0.4,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0
1445,0,48.181,0.142,-0.735,-0.157,0.05,0,0.06,0,0.64,0.37,0.32,2.01,0.74,1.63,0.82,0.91,0,0.08,0.38,0.57,0.4,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0
1446,0,48.215,0.198,-0.612,-0.025,0.13,0.06,0.44,0,0.43,0.21,0.37,1.8,0.59,2.2,0,0.65,0,0,0.49,0.74,0.13,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0
1447,0,48.248,0.284,-0.556,0.009,0.08,0.06,0.69,0,0.6,0.42,0.35,1.75,0.9,2.1,0.09,0.87,0,0,0.26,0.51,0.01,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0
1448,0,48.282,0.288,-0.536,0.004,0.08,0.06,0.79,0,0.71,0.62,0.17,1.65,0.93,1.89,0.28,1.07,0,0,0.11,0.42,0.01,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0
1449,0,48.315,0.203,-0.602,-0.043,0,0,0.41,0,0.78,0.96,0.05,1.4,0.92,1.24,1.42,1.13,0,0,0,0.3,0.02,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0
1450,0,48.348,0.151,-0.668,-0.093,0,0,0.16,0,0.66,1.14,0.1,0.87,0.73,0.52,2.85,1.13,0,0.06,0,0.04,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0
1451,0,48.382,0.113,-0.726,-0.156,0,0,0,0,0.61,0.76,0.1,0.35,0.61,0.08,4.33,1.15,0,0.06,0,0.04,0.11,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0
1452,0,48.415,0.111,-0.759,-0.201,0,0,0,0,0.64,0.42,0.06,0.1,0.6,0,4.85,1.19,0,0.32,0,0,0.18,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1453,0,48.448,0.112,-0.776,-0.23,0,0,0,0,0.65,0,0,0,0.58,0,5,0.94,0,0.4,0,0,0.32,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1454,0,48.482,0.117,-0.784,-0.234,0,0,0,0,0.58,0,0,0,0.68,0,5,0.99,0,0.66,0,0.13,0.24,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1455,0,48.515,0.141,-0.775,-0.207,0,0,0,0,0.5,0,0.12,0,0.7,0.18,5,1.22,0,0.61,0,0.13,0.17,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1456,0,48.549,0.213,-0.741,-0.144,0.1,0.22,0.08,0,0.4,0,0.12,0.49,0.73,0.86,3.94,1.56,0.12,0.6,0,0.26,0.03,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1457,0,48.582,0.281,-0.697,-0.069,0.46,0.52,0.27,0,0.37,0.05,0.17,0.88,0.58,1.22,2.27,1.52,0.12,0.34,0,0.19,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0
1458,0,48.615,0.37,-0.621,-0.003,0.59,0.68,0.34,0,0.56,0.1,0.17,1.27,0.58,1.6,0.6,1.04,0.12,0.13,0.11,0.19,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1459,0,48.649,0.345,-0.578,0.05,0.63,0.7,0.55,0,0.91,0.5,0.29,1.2,0.57,1.61,0,0.53,0,0,0.24,0.06,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
1460,0,48.682,0.331,-0.563,0.036,0.36,0.61,0.69,0,1.19,0.86,0.24,1.29,0.79,2.05,0,0.19,0,0,0.46,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
1461,0,48.715,0.281,-0.583,0.007,0.24,0.53,0.8,0,1.12,1.01,0.13,1.27,0.84,2.35,0,0.1,0,0,0.62,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
1462,0,48.749,0.247,-0.602,-0.013,0.1,0.29,0.56,0,0.93,0.7,0.01,1.32,0.87,2.58,0,0.02,0,0,0.7,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
1463,0,48.782,0.226,-0.631,-0.036,0,0.08,0.24,0,0.93,0.43,0,1.46,0.91,2.69,0,0.2,0.18,0,0.87,0.31,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
1464,0,48.815,0.194,-0.642,-0.056,0,0,0.05,0,1.03,0.23,0,1.77,1.05,2.75,0,0.2,0.4,0,1.33,0.5,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
1465,0,48.849,0.205,-0.668,-0.047,0,0,0,0,0.95,0.14,0,2.1,1.18,2.55,0,0.29,0.4,0,1.35,0.5,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
1466,0,48.882,0.14,-0.678,-0.091,0,0,0,0,0.69,0,0,2.18,1.12,2.36,0,0.13,0.21,0,1.11,0.19,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
1467,0,48.916,0.118,-0.687,-0.115,0,0,0,0,0.47,0,0,2.19,1.01,1.98,0,0.13,0,0,0.69,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
1468,0,48.949,0.136,-0.688,-0.113,0,0,0,0,0.37,0,0,2.09,0.9,1.9,0,0.04,0,0,0.8,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
1469,0,48.982,0.139,-0.686,-0.113,0,0,0,0,0.3,0,0,2.04,0.83,1.85,0,0,0,0,1.1,0.03,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
1470,0,49.016,0.144,-0.691,-0.104,0,0,0,0,0.2,0,0,1.93,0.71,1.7,0,0,0,0,1.06,0.03,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1471,0,49.049,0.147,-0.692,-0.096,0,0,0,0,0.13,0,0,1.77,0.53,1.33,0,0,0,0,1.14,0.07,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1472,0,49.082,0.149,-0.696,-0.088,0,0,0,0,0.08,0,0,1.56,0.39,1.05,0.06,0,0,0,1.08,0.09,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1473,0,49.116,0.154,-0.696,-0.079,0,0,0,0,0.11,0,0,1.4,0.31,0.94,0.31,0,0,0,1.22,0.09,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1474,0,49.149,0.153,-0.697,-0.078,0,0,0,0,0.13,0,0,1.33,0.31,0.81,0.95,0,0,0,1.04,0.05,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1475,0,49.182,0.142,-0.695,-0.081,0,0,0,0,0.15,0,0,1.34,0.28,0.67,1,0,0,0,1.02,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1476,0,49.216,0.146,-0.701,-0.079,0,0,0,0,0.12,0,0,1.52,0.2,0.56,0.86,0,0,0,1.02,0.1,0.01,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1477,0,49.249,0.145,-0.698,-0.078,0,0,0,0,0.13,0,0,1.64,0.17,0.55,0.4,0,0,0,1.08,0.1,0.05,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1478,0,49.283,0.146,-0.701,-0.078,0,0,0,0,0.12,0,0,1.74,0.12,0.42,0.46,0,0,0,0.96,0.1,0.08,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1479,0,49.316,0.147,-0.702,-0.076,0,0,0,0,0.11,0,0,1.69,0.12,0.37,0.52,0,0,0,0.86,0.01,0.16,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1480,0,49.349,0.146,-0.704,-0.077,0,0,0,0,0.08,0,0,1.65,0.06,0.33,0.75,0,0,0,0.85,0.01,0.17,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
