frame, face_id, timestamp, pose_Rx, pose_Ry, pose_Rz, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
663,0,22.089,0.085,-0.448,0.063,2.32,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0.15,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
664,0,22.122,0.084,-0.451,0.066,2.26,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0.17,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
665,0,22.155,0.083,-0.454,0.069,2.22,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.18,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
666,0,22.189,0.076,-0.449,0.065,2.2,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.18,0.04,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
667,0,22.222,0.082,-0.458,0.072,2.18,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.19,0.04,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
668,0,22.256,0.082,-0.464,0.071,2.21,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.15,0.04,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
669,0,22.289,0.083,-0.466,0.073,2.18,2,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.11,0.02,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
670,0,22.322,0.085,-0.461,0.074,2.17,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0.06,0.08,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
671,0,22.356,0.085,-0.461,0.074,2.13,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.02,0.12,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
672,0,22.389,0.094,-0.464,0.084,2.19,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.03,0.15,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
673,0,22.422,0.094,-0.458,0.085,2.25,2.32,0,0,0,0.11,0,0,0,0,0,0,0,0,0.58,0.02,0.37,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
674,0,22.456,0.094,-0.464,0.083,2.33,2.32,0.03,0,0,0.12,0,0,0,0,0,0,0,0,0.59,0.02,0.83,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
675,0,22.489,0.093,-0.473,0.088,2.23,1.94,0.03,0,0,0.12,0,0,0,0,0,0,0,0,0.57,0,1.39,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
676,0,22.523,0.087,-0.472,0.085,2.08,1.71,0.04,0,0,0.05,0,0,0,0,0,0,0,0,0.56,0,1.74,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
677,0,22.556,0.084,-0.475,0.087,1.89,1.54,0.01,0,0,0.03,0,0,0,0,0,0,0,0,0.6,0,1.82,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
678,0,22.589,0.09,-0.47,0.092,1.8,1.57,0.01,0,0,0.06,0,0,0,0,0,0,0,0,0.55,0,1.62,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
679,0,22.623,0.094,-0.469,0.098,1.77,1.6,0,0,0,0.13,0,0,0,0,0,0,0,0,0.55,0,1.36,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
680,0,22.656,0.097,-0.469,0.105,1.8,1.57,0.03,0,0,0.17,0,0,0,0,0,0,0,0,0.51,0,0.98,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
681,0,22.689,0.1,-0.484,0.105,1.22,1.01,0.03,0,0.01,0.15,0,0.42,0.02,0.08,0.08,0.12,0,0,0.49,0,0.57,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
682,0,22.723,0.091,-0.316,-0.102,0.61,0.46,0.03,0,0.03,0.05,0,0.92,0.02,0.19,0.38,0.25,0,0,0.33,0,0.2,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
683,0,22.756,0.107,-0.304,-0.102,0,0,0.06,0,0.03,0,0,1.37,0.02,0.26,0.85,0.33,0,0,0.39,0.01,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
684,0,22.789,0.121,-0.308,-0.092,0,0,0.07,0,0.02,0,0,1.34,0,0.18,1.26,0.33,0,0,0.27,0.03,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
685,0,22.823,0.124,-0.314,-0.087,0,0,0.07,0,0.04,0,0,1.27,0.04,0.35,1.04,0.56,0,0,0.23,0.22,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
686,0,22.856,0.097,-0.313,-0.095,0,0,0.01,0,0.13,0,0,1.23,0.05,0.64,0.62,0.74,0,0,0,0.4,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0
687,0,22.89,0.094,-0.312,-0.099,0.06,0,0.02,0,0.37,0.29,0,1.28,0.06,0.94,0.12,0.92,0,0,0,0.57,0.09,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0
688,0,22.923,0.101,-0.311,-0.099,0.08,0,0.02,0,0.56,0.43,0,1.44,0.03,1.03,0.04,0.82,0,0,0,0.7,0.38,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0
689,0,22.956,0.101,-0.322,-0.1,0.14,0,0.02,0,0.74,0.86,0,1.65,0.06,1.02,0,0.93,0,0,0,0.68,0.71,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0
690,0,22.99,0.086,-0.314,-0.106,0.12,0,0,0,0.73,1.07,0,1.83,0.13,1.08,0,0.78,0,0,0,0.7,0.78,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0
691,0,23.023,0.079,-0.318,-0.113,0.11,0,0,0,0.76,1.41,0,1.82,0.2,0.9,0,0.56,0,0,0,0.6,0.6,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0
692,0,23.056,0.072,-0.326,-0.118,0.09,0,0,0,0.62,1.31,0,1.69,0.18,0.67,0,0.24,0,0,0.05,0.72,0.33,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
693,0,23.09,0.062,-0.328,-0.124,0.06,0,0,0,0.44,1.17,0,1.63,0.09,0.39,0,0.09,0,0,0.23,0.65,0.22,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
694,0,23.123,0.065,-0.327,-0.13,0.08,0,0,0,0.26,0.93,0,1.59,0.02,0.29,0,0.06,0,0,0.52,0.63,0.11,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
695,0,23.156,0.066,-0.322,-0.138,0.05,0,0,0,0.18,0.75,0,1.58,0.02,0.21,0,0.08,0,0,0.81,0.48,0.05,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
696,0,23.19,0.068,-0.318,-0.147,0.03,0,0,0,0.18,0.51,0,1.41,0.02,0.27,0,0.11,0,0,0.97,0.37,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
697,0,23.223,0.06,-0.324,-0.152,0,0,0,0.08,0.14,0.57,0,1.36,0.02,0.35,0,0.23,0,0,0.98,0.32,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
698,0,23.257,0.048,-0.33,-0.146,0,0,0,0.16,0.16,0.82,0,1.48,0.04,0.41,0,0.21,0,0,1.09,0.69,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
699,0,23.29,0.04,-0.353,-0.137,0,0,0,0.16,0.11,1.03,0,1.57,0.04,0.27,0,0.79,0,0.05,0.74,1.32,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
700,0,23.323,0.014,-0.367,-0.126,0,0,0,0.12,0.07,0.83,0,1.59,0.04,0.12,0,1.38,0,0.05,0.44,1.9,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
701,0,23.357,0.004,-0.381,-0.124,0,0,0,0.04,0,0.45,0,1.5,0.02,0.04,0.08,1.83,0,0.05,0,2.05,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
702,0,23.39,-0.009,-0.397,-0.123,0,0,0,0.1,0,0.34,0,1.35,0.02,0.04,0.66,1.93,0,0.09,0,1.96,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
703,0,23.423,-0.021,-0.409,-0.122,0,0,0,0.24,0,0.4,0,1.2,0.02,0,1.07,1.62,0,0.29,0.23,2,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
704,0,23.457,-0.016,-0.422,-0.116,0,0,0,0.25,0,0.47,0,1.08,0,0,0.99,1.34,0,0.52,0.64,1.81,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0
705,0,23.49,0.007,-0.408,-0.121,0,0,0,0.29,0,0.55,0,1.22,0,0,0.41,0.87,0,0.43,1.1,1.53,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
706,0,23.524,0.013,-0.404,-0.132,0,0,0,0.12,0,0.62,0,1.45,0,0,0,0.67,0,0.23,1.22,0.94,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
707,0,23.557,0.031,-0.391,-0.14,0,0,0,0.1,0,0.63,0,1.55,0,0,0,0.59,0,0,1.14,0.61,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
708,0,23.59,0.035,-0.384,-0.14,0,0,0,0,0,0.62,0,1.59,0,0,0,0.41,0,0,0.99,0.58,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
709,0,23.624,0.051,-0.37,-0.131,0,0,0,0,0.01,0.67,0,1.63,0,0.01,0,0.19,0,0,1.12,0.65,0.04,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
710,0,23.657,0.07,-0.356,-0.119,0,0,0,0,0.16,1.01,0,1.6,0,0.18,0,0.05,0,0,0.88,0.65,0.46,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
711,0,23.69,0.07,-0.349,-0.104,0.04,0,0,0,0.32,1.24,0,1.35,0,0.49,0,0,0,0,0.56,0.41,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
712,0,23.724,0.09,-0.322,-0.091,0.04,0,0,0,0.5,1.52,0,1.2,0.09,0.72,0,0.17,0,0,0.09,0.32,1.33,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
713,0,23.757,0.105,-0.296,-0.077,0.04,0,0,0,0.43,1.57,0,1.1,0.12,0.69,0,0.43,0,0,0.04,0.45,0.97,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
714,0,23.79,0.104,-0.264,-0.06,0,0,0,0,0.3,1.56,0,1.29,0.12,0.53,0,0.54,0,0,0.18,0.81,0.43,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
715,0,23.824,0.088,-0.232,-0.052,0,0,0.15,0,0.24,1.56,0,1.07,0.03,0.49,0,0.44,0,0,0.39,1.05,0.07,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
716,0,23.857,0.091,-0.193,-0.055,0,0,0.5,0,0.38,1.53,0,0.92,0,0.54,0,0.17,0,0,0.73,1.07,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
717,0,23.891,0.09,-0.165,-0.063,0,0,0.76,0,0.58,1.49,0,0.65,0,0.48,0,0.09,0,0,0.74,1.04,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
718,0,23.924,0.069,-0.166,-0.077,0,0,1.02,0,0.69,1.59,0,0.66,0.02,0.46,0,0.1,0,0,0.52,0.85,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
719,0,23.957,0.044,-0.188,-0.09,0,0,1.15,0,0.68,1.83,0,0.75,0.04,0.47,0,0.26,0,0,0.15,0.77,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
720,0,23.991,0.058,-0.218,-0.1,0,0,1.36,0,0.64,2.04,0,0.92,0.07,0.58,0,0.4,0,0,0.12,0.46,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
721,0,24.024,0.112,-0.246,-0.113,0,0,1.37,0,0.51,1.72,0,1.17,0.05,0.7,0,0.68,0,0.01,0.22,0.4,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
722,0,24.057,0.13,-0.266,-0.126,0,0,1.52,0,0.46,1.48,0.04,1.42,0.02,0.69,0.4,1.01,0,0.16,0.22,0.28,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
723,0,24.091,0.192,-0.293,-0.136,0,0,1.64,0,0.4,1.16,0.04,1.68,0,0.76,0.4,1.33,0,0.16,0.11,0.67,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
724,0,24.124,0.211,-0.342,-0.165,0,0,1.7,0,0.36,0.97,0.04,1.74,0,0.46,0.51,1.58,0,0.19,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
725,0,24.157,0.173,-0.365,-0.198,0,0,1.49,0,0.28,0.9,0,1.62,0,0.41,0.42,1.69,0,0.04,0,1.5,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
726,0,24.191,0.105,-0.378,-0.235,0,0,1.12,0,0.28,1.1,0,1.19,0,0.14,1.81,1.69,0,0.17,0.66,1.47,0.21,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
727,0,24.224,0.031,-0.393,-0.235,0,0,0.62,0,0.4,1.77,0,0.75,0,0.14,2.5,1.56,0,0.31,1.12,1.55,0.54,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
728,0,24.258,0.009,-0.397,-0.235,0,0,0.26,0,0.54,2.57,0,0.35,0,0,2.51,1.4,0,0.44,1.73,1.55,0.83,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
729,0,24.291,0.009,-0.366,-0.22,0,0,0.14,0,0.61,2.97,0,0.3,0,0,1.17,1.34,0,0.46,1.37,1.84,0.62,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
730,0,24.324,0.027,-0.329,-0.192,0,0,0.35,0,0.58,3,0,0.34,0,0.29,0.37,1.08,0,0.32,0.91,2.09,0.31,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
731,0,24.358,0.065,-0.292,-0.166,0,0,0.77,0,0.46,2.44,0,0.44,0,0.29,0.05,1.11,0,0.21,0.3,1.94,0.01,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
732,0,24.391,0.153,-0.271,-0.154,0.12,0,1.28,0,0.31,2.01,0,0.43,0,0.34,0,1.34,0,0.14,0,1.49,0.01,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
733,0,24.424,0.229,-0.249,-0.148,0.24,0,1.78,0,0.14,1.75,0,0.51,0,0.14,0.02,1.6,0,0.09,0,0.95,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
734,0,24.458,0.265,-0.252,-0.144,0.25,0,1.92,0,0.06,1.69,0,0.75,0,0.37,0.02,1.55,0,0.07,0,0.91,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
735,0,24.491,0.249,-0.27,-0.152,0.13,0,1.68,0,0.01,1.75,0,1.07,0,0.5,0.02,1.48,0,0,0.27,1.27,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
736,0,24.525,0.196,-0.292,-0.159,0.01,0,1.15,0,0.06,1.72,0.12,1.2,0,0.41,0.21,1.19,0,0.13,0.63,1.22,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
737,0,24.558,0.117,-0.313,-0.175,0,0,0.59,0,0.16,1.82,0.14,1.33,0,0.2,0.21,0.84,0,0.14,0.99,1.09,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
738,0,24.591,0.078,-0.307,-0.184,0,0,0.26,0.03,0.24,2,0.14,1.45,0,0.08,0.21,0.3,0,0.14,1.13,0.87,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
739,0,24.625,0.076,-0.301,-0.179,0,0,0.16,0.04,0.29,2.21,0.01,1.66,0,0.18,0,0.26,0,0.01,1.15,1.07,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
740,0,24.658,0.096,-0.302,-0.156,0,0,0.14,0.04,0.19,2.28,0.04,1.72,0,0.23,0,0.49,0,0,1.07,1.57,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
741,0,24.691,0.116,-0.305,-0.131,0,0,0.25,0.02,0.11,2.11,0.04,1.71,0,0.37,0,0.9,0,0.12,0.91,2.22,0.15,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
742,0,24.725,0.137,-0.304,-0.114,0,0,0.29,0,0.02,1.89,0.04,1.68,0,0.63,0,1.13,0,0.16,0.76,2.7,0.24,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
743,0,24.758,0.161,-0.295,-0.096,0,0,0.46,0,0.11,1.55,0.05,1.47,0,0.9,0,0.93,0,0.16,0.85,2.65,0.35,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
744,0,24.791,0.19,-0.284,-0.086,0,0,0.47,0,0.32,1.43,0.18,1.18,0,0.92,0.16,0.48,0,0.04,1.12,2.3,0.4,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0
745,0,24.825,0.178,-0.281,-0.097,0,0,0.54,0,0.53,1.47,0.44,0.85,0,0.67,1.67,0.12,0,0,1.17,1.37,0.45,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0
746,0,24.858,0.136,-0.3,-0.108,0,0,0.44,0,0.57,1.7,0.62,0.95,0,0.31,2.71,0.04,0,0,1.07,0.78,0.55,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0
747,0,24.892,0.106,-0.32,-0.109,0.01,0,0.38,0,0.49,1.79,0.73,1.27,0,0.1,3.41,0.21,0,0,0.7,0.2,0.38,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0
748,0,24.925,0.091,-0.348,-0.104,0.01,0,0.24,0,0.35,1.59,0.55,1.88,0,0.02,2.08,0.57,0,0,0.48,0.39,0.25,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0
749,0,24.958,0.104,-0.362,-0.094,0.04,0,0.19,0,0.25,1.43,0.36,2.34,0,0.02,1.04,0.93,0,0,0.39,0.68,0.15,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0
750,0,24.992,0.111,-0.372,-0.08,0.04,0,0.28,0,0.17,1.41,0.24,2.7,0,0.16,0.18,1.2,0,0,0.53,1.01,0.24,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0
751,0,25.025,0.128,-0.373,-0.061,0.14,0,0.41,0,0.14,1.55,0.22,2.99,0,0.23,0,1.26,0,0,0.72,1.35,0.39,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0
752,0,25.058,0.158,-0.379,-0.052,0.18,0,0.66,0,0.17,1.65,0.26,3.16,0,0.22,0,1.52,0,0,0.67,1.27,0.38,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0
753,0,25.092,0.179,-0.375,-0.042,0.23,0,0.92,0,0.12,1.49,0.22,3.26,0,0.08,0,1.57,0,0,0.66,1.45,0.4,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0
754,0,25.125,0.18,-0.364,-0.037,0.13,0,1.09,0,0.09,1.13,0.17,3.23,0,0,0,1.66,0,0,1.03,1.37,0.24,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0
755,0,25.158,0.182,-0.34,-0.047,0.05,0,0.97,0,0.18,0.7,0.21,2.68,0,0,1.38,1.4,0.05,0,1.23,1.01,0.13,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0
756,0,25.192,0.164,-0.339,-0.056,0,0,0.62,0,0.37,0.58,0.21,2.2,0,0,2.55,1.3,0.05,0,1.56,0.49,0.01,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0
757,0,25.225,0.125,-0.332,-0.068,0,0,0.26,0,0.45,0.51,0.18,1.84,0,0,2.89,1.08,0.05,0,1.78,0.46,0.01,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0
758,0,25.259,0.08,-0.337,-0.085,0,0,0.06,0,0.41,0.57,0.11,1.99,0,0,2.01,0.99,0.07,0,2.06,0.79,0.01,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
759,0,25.292,0.082,-0.34,-0.092,0,0,0,0,0.3,0.44,0.04,2.18,0,0,1.06,0.79,0.11,0,2.21,1.29,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
760,0,25.325,0.106,-0.338,-0.096,0,0,0.09,0,0.2,0.35,0.05,2,0,0,0.71,0.51,0.18,0,1.96,1.3,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0
761,0,25.359,0.128,-0.341,-0.097,0,0,0.21,0,0.09,0.42,0.06,1.86,0,0,0.21,0.19,0.11,0,1.84,1.36,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
762,0,25.392,0.134,-0.339,-0.101,0,0,0.4,0,0,0.45,0.18,1.55,0,0,0,0,0.15,0,1.5,1.25,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
763,0,25.425,0.13,-0.344,-0.104,0,0,0.56,0,0,0.45,0.25,1.63,0,0,0,0.05,0.08,0,1.28,1.17,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
764,0,25.459,0.124,-0.349,-0.108,0,0,0.61,0,0,0.38,0.24,1.7,0,0,0,0.11,0.08,0,1.18,1.17,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
765,0,25.492,0.111,-0.352,-0.113,0,0,0.48,0,0,0.31,0.16,1.8,0,0,0,0.14,0,0,1.21,1.23,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
766,0,25.526,0.1,-0.354,-0.115,0,0,0.25,0,0,0.34,0.08,1.74,0,0,0,0.09,0,0,1.29,1.24,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
767,0,25.559,0.104,-0.356,-0.116,0,0,0.16,0,0,0.28,0.1,1.61,0,0,0,0.03,0,0,1.24,1.27,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
768,0,25.592,0.102,-0.355,-0.115,0,0,0.21,0,0,0.3,0.1,1.54,0,0,0,0.11,0,0,1.14,1.27,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
769,0,25.626,0.105,-0.355,-0.111,0,0,0.3,0,0,0.36,0.18,1.31,0,0,0.02,0.16,0,0,1.03,1.23,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
770,0,25.659,0.115,-0.356,-0.104,0,0,0.33,0,0,0.43,0.23,1.24,0,0,0.33,0.16,0,0,1.1,1.01,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
771,0,25.692,0.116,-0.363,-0.101,0,0,0.42,0,0,0.53,0.31,1.03,0,0,1.07,0.06,0,0,0.96,0.64,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
772,0,25.726,0.118,-0.371,-0.099,0,0,0.43,0,0,0.55,0.43,0.9,0,0,1.95,0,0,0,0.82,0.6,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
773,0,25.759,0.116,-0.374,-0.096,0,0,0.49,0,0,0.57,0.46,0.82,0,0,2.12,0,0,0,0.7,0.73,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
774,0,25.792,0.108,-0.373,-0.092,0,0,0.48,0,0,0.56,0.42,0.86,0,0,1.38,0,0,0,0.97,1.17,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
775,0,25.826,0.099,-0.378,-0.088,0,0,0.46,0,0,0.55,0.38,1.1,0,0,0.48,0.01,0,0,1.24,1.49,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
776,0,25.859,0.095,-0.385,-0.085,0,0,0.42,0,0,0.4,0.46,1.21,0,0,0.34,0.02,0,0,1.39,1.62,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
777,0,25.893,0.088,-0.391,-0.081,0,0,0.32,0,0,0.21,0.5,1.39,0,0,0.34,0.02,0,0,1.39,1.68,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
778,0,25.926,0.086,-0.395,-0.077,0,0,0.34,0,0,0.21,0.5,1.34,0,0,0.53,0.01,0,0,1.35,1.58,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
779,0,25.959,0.083,-0.398,-0.075,0,0,0.35,0,0,0.28,0.46,1.24,0,0,0.76,0,0,0,1.28,1.54,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
780,0,25.993,0.079,-0.4,-0.074,0,0,0.44,0,0,0.47,0.54,0.95,0,0,1.71,0,0,0,1.1,1.4,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
781,0,26.026,0.079,-0.401,-0.074,0,0,0.5,0,0,0.56,0.54,0.77,0,0,2.44,0,0,0,1.03,1.32,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
782,0,26.059,0.077,-0.403,-0.073,0,0,0.55,0,0,0.74,0.52,0.74,0,0,2.39,0.01,0,0,1.09,1.42,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
783,0,26.093,0.078,-0.405,-0.074,0,0,0.51,0,0,0.77,0.4,0.88,0,0,1.6,0.01,0,0,1.34,1.56,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
784,0,26.126,0.077,-0.404,-0.075,0,0,0.5,0,0,0.76,0.38,1.06,0,0,1.08,0.01,0,0,1.47,1.7,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
785,0,26.159,0.079,-0.407,-0.073,0,0,0.5,0,0,0.69,0.34,1.13,0,0,0.66,0,0,0,1.6,1.8,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0
786,0,26.193,0.081,-0.406,-0.073,0,0,0.54,0,0,0.64,0.35,1.1,0,0,0.86,0,0,0,1.58,1.84,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0
787,0,26.226,0.085,-0.412,-0.07,0,0,0.5,0,0,0.6,0.34,1.08,0,0,0.64,0,0,0,1.46,1.82,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0
